frame_index,time_s,x_min,y_min,x_max,y_max,x_center,y_center,dy_px
96,1.5996988787593,347,926,555,1014,451.0,970.0,-171.0
97,1.6163624087463762,344,1004,563,1091,453.5,1047.5,-93.5
98,1.633025938733452,337,1083,567,1161,452.0,1122.0,-19.0
99,1.6496894687205281,336,1143,570,1220,453.0,1181.5,40.5
100,1.6663529987076042,327,1189,575,1265,451.0,1227.0,86.0
101,1.6830165286946803,320,1230,578,1292,449.0,1261.0,120.0
102,1.6996800586817562,319,1244,578,1304,448.5,1274.0,133.0
103,1.7163435886688323,318,1239,577,1300,447.5,1269.5,128.5
104,1.7330071186559084,316,1226,571,1287,443.5,1256.5,115.5
105,1.7496706486429845,315,1202,568,1262,441.5,1232.0,91.0
106,1.7663341786300604,319,1164,560,1228,439.5,1196.0,55.0
107,1.7829977086171365,322,1110,557,1181,439.5,1145.5,4.5
108,1.7996612386042126,326,1039,550,1122,438.0,1080.5,-60.5
109,1.8163247685912884,329,967,550,1053,439.5,1010.0,-131.0
110,1.8329882985783645,328,892,539,976,433.5,934.0,-207.0
111,1.8496518285654406,334,809,541,891,437.5,850.0,-291.0
112,1.8663153585525167,328,724,540,809,434.0,766.5,-374.5
113,1.8829788885395926,324,648,544,731,434.0,689.5,-451.5
114,1.8996424185266687,319,587,549,662,434.0,624.5,-516.5
115,1.9163059485137448,313,530,553,608,433.0,569.0,-572.0
116,1.932969478500821,308,493,558,566,433.0,529.5,-611.5
117,1.9496330084878968,305,466,561,535,433.0,500.5,-640.5
118,1.9662965384749729,301,446,563,511,432.0,478.5,-662.5
119,1.982960068462049,302,436,566,500,434.0,468.0,-673.0
120,1.999623598449125,303,436,567,501,435.0,468.5,-672.5
121,2.016287128436201,310,448,568,518,439.0,483.0,-658.0
122,2.0329506584232773,320,476,566,551,443.0,513.5,-627.5
123,2.049614188410353,330,521,562,599,446.0,560.0,-581.0
124,2.066277718397429,337,576,559,659,448.0,617.5,-523.5
125,2.0829412483845053,342,654,560,735,451.0,694.5,-446.5
126,2.099604778371581,350,730,560,814,455.0,772.0,-369.0
127,2.116268308358657,349,816,560,893,454.5,854.5,-286.5
128,2.1329318383457334,339,888,565,970,452.0,929.0,-212.0
129,2.1495953683328093,343,960,568,1038,455.5,999.0,-142.0
130,2.1662588983198856,343,1021,572,1102,457.5,1061.5,-79.5
131,2.1829224283069615,337,1081,569,1160,453.0,1120.5,-20.5
132,2.1995859582940374,333,1150,573,1213,453.0,1181.5,40.5
133,2.2162494882811137,327,1193,576,1254,451.5,1223.5,82.5
134,2.2329130182681896,324,1224,580,1287,452.0,1255.5,114.5
135,2.2495765482552654,319,1246,580,1306,449.5,1276.0,135.0
136,2.2662400782423417,316,1248,578,1308,447.0,1278.0,137.0
137,2.2829036082294176,319,1232,575,1292,447.0,1262.0,121.0
138,2.299567138216494,323,1192,571,1258,447.0,1225.0,84.0
139,2.31623066820357,325,1140,556,1210,440.5,1175.0,34.0
140,2.3328941981906457,326,1077,553,1151,439.5,1114.0,-27.0
141,2.349557728177722,325,1002,551,1086,438.0,1044.0,-97.0
142,2.366221258164798,322,929,545,1018,433.5,973.5,-167.5
143,2.3828847881518738,322,859,542,948,432.0,903.5,-237.5
144,2.39954831813895,320,775,542,874,431.0,824.5,-316.5
145,2.416211848126026,314,718,541,803,427.5,760.5,-380.5
146,2.4328753781131023,318,647,538,733,428.0,690.0,-451.0
147,2.449538908100178,316,581,542,666,429.0,623.5,-517.5
148,2.466202438087254,312,521,545,602,428.5,561.5,-579.5
149,2.4828659680743304,306,477,550,550,428.0,513.5,-627.5
150,2.4995294980614062,299,449,558,514,428.5,481.5,-659.5
151,2.516193028048482,297,433,562,497,429.5,465.0,-676.0
152,2.5328565580355584,298,433,563,498,430.5,465.5,-675.5
153,2.5495200880226343,304,444,564,514,434.0,479.0,-662.0
154,2.5661836180097106,311,470,561,543,436.0,506.5,-634.5
155,2.5828471479967865,316,508,562,584,439.0,546.0,-595.0
156,2.5995106779838624,328,552,562,630,445.0,591.0,-550.0
157,2.6161742079709387,328,611,561,687,444.5,649.0,-492.0
158,2.6328377379580146,337,673,561,750,449.0,711.5,-429.5
159,2.6495012679450904,340,742,562,821,451.0,781.5,-359.5
160,2.6661647979321668,351,813,561,897,456.0,855.0,-286.0
161,2.6828283279192426,352,894,562,976,457.0,935.0,-206.0
162,2.699491857906319,350,974,568,1054,459.0,1014.0,-127.0
163,2.716155387893395,348,1045,572,1126,460.0,1085.5,-55.5
164,2.7328189178804707,344,1108,576,1188,460.0,1148.0,7.0
165,2.749482447867547,337,1166,582,1233,459.5,1199.5,58.5
166,2.766145977854623,333,1205,586,1266,459.5,1235.5,94.5
167,2.782809507841699,326,1222,585,1284,455.5,1253.0,112.0
168,2.799473037828775,325,1227,583,1288,454.0,1257.5,116.5
169,2.816136567815851,324,1218,580,1282,452.0,1250.0,109.0
170,2.8328000978029273,324,1201,578,1264,451.0,1232.5,91.5
171,2.849463627790003,322,1174,573,1236,447.5,1205.0,64.0
172,2.866127157777079,325,1132,567,1198,446.0,1165.0,24.0
173,2.8827906877641554,328,1062,560,1147,444.0,1104.5,-36.5
174,2.8994542177512312,332,1001,550,1083,441.0,1042.0,-99.0
175,2.916117747738307,333,921,546,1005,439.5,963.0,-178.0
176,2.9327812777253834,335,841,546,927,440.5,884.0,-257.0
177,2.9494448077124593,323,767,544,844,433.5,805.5,-335.5
178,2.9661083376995356,321,688,544,768,432.5,728.0,-413.0
179,2.9827718676866115,314,625,545,701,429.5,663.0,-478.0
180,2.9994353976736874,306,547,547,642,426.5,594.5,-546.5
181,3.0160989276607637,302,522,551,596,426.5,559.0,-582.0
182,3.0327624576478396,293,488,553,561,423.0,524.5,-616.5
183,3.0494259876349155,291,464,554,534,422.5,499.0,-642.0
184,3.0660895176219918,294,449,557,516,425.5,482.5,-658.5
185,3.0827530476090677,295,444,559,510,427.0,477.0,-664.0
186,3.099416577596144,296,450,561,519,428.5,484.5,-656.5
187,3.11608010758322,306,470,560,544,433.0,507.0,-634.0
188,3.1327436375702957,311,492,558,586,434.5,539.0,-602.0
189,3.149407167557372,324,548,551,640,437.5,594.0,-547.0
190,3.166070697544448,334,615,551,707,442.5,661.0,-480.0
191,3.182734227531524,338,692,552,782,445.0,737.0,-404.0
192,3.1993977575186,343,768,559,859,451.0,813.5,-327.5
193,3.216061287505676,342,843,559,933,450.5,888.0,-253.0
194,3.2327248174927523,343,921,563,1002,453.0,961.5,-179.5
195,3.249388347479828,343,991,570,1066,456.5,1028.5,-112.5
196,3.266051877466904,342,1043,571,1123,456.5,1083.0,-58.0
197,3.2827154074539804,341,1103,576,1178,458.5,1140.5,-0.5
198,3.2993789374410563,338,1161,582,1226,460.0,1193.5,52.5
199,3.316042467428132,335,1202,586,1266,460.5,1234.0,93.0
200,3.3327059974152085,328,1226,589,1288,458.5,1257.0,116.0
201,3.3493695274022843,328,1236,588,1296,458.0,1266.0,125.0
202,3.3660330573893606,327,1227,586,1288,456.5,1257.5,116.5
203,3.3826965873764365,331,1200,579,1263,455.0,1231.5,90.5
204,3.3993601173635124,336,1154,575,1221,455.5,1187.5,46.5
205,3.4160236473505887,335,1084,564,1169,449.5,1126.5,-14.5
206,3.4326871773376646,336,1024,563,1108,449.5,1066.0,-75.0
207,3.4493507073247405,333,968,554,1043,443.5,1005.5,-135.5
208,3.466014237311817,328,906,551,979,439.5,942.5,-198.5
209,3.4826777672988927,326,823,550,910,438.0,866.5,-274.5
210,3.499341297285969,323,759,545,839,434.0,799.0,-342.0
211,3.516004827273045,325,689,540,768,432.5,728.5,-412.5
212,3.5326683572601207,316,620,543,700,429.5,660.0,-481.0
213,3.549331887247197,312,557,546,636,429.0,596.5,-544.5
214,3.565995417234273,310,507,547,582,428.5,544.5,-596.5
215,3.582658947221349,297,469,554,540,425.5,504.5,-636.5
216,3.599322477208425,293,449,557,516,425.0,482.5,-658.5
217,3.615986007195501,294,446,557,510,425.5,478.0,-663.0
218,3.632649537182577,297,449,558,520,427.5,484.5,-656.5
219,3.649313067169653,299,473,557,543,428.0,508.0,-633.0
220,3.665976597156729,308,504,556,576,432.0,540.0,-601.0
221,3.6826401271438054,312,544,553,617,432.5,580.5,-560.5
222,3.6993036571308813,320,594,557,667,438.5,630.5,-510.5
223,3.715967187117957,326,649,554,726,440.0,687.5,-453.5
224,3.7326307171050335,332,706,554,790,443.0,748.0,-393.0
225,3.7492942470921093,340,777,556,863,448.0,820.0,-321.0
226,3.765957777079185,342,863,559,938,450.5,900.5,-240.5
227,3.7826213070662615,346,933,560,1016,453.0,974.5,-166.5
228,3.7992848370533374,345,1006,567,1089,456.0,1047.5,-93.5
229,3.8159483670404137,343,1075,574,1154,458.5,1114.5,-26.5
230,3.8326118970274896,338,1128,583,1203,460.5,1165.5,24.5
231,3.8492754270145655,334,1176,588,1240,461.0,1208.0,67.0
232,3.865938957001642,330,1201,590,1263,460.0,1232.0,91.0
233,3.8826024869887177,330,1213,590,1274,460.0,1243.5,102.5
234,3.8992660169757936,329,1214,590,1274,459.5,1244.0,103.0
235,3.91592954696287,329,1201,588,1263,458.5,1232.0,91.0
236,3.9325930769499458,329,1177,584,1241,456.5,1209.0,68.0
237,3.949256606937022,332,1143,580,1208,456.0,1175.5,34.5
238,3.965920136924098,334,1078,573,1163,453.5,1120.5,-20.5
239,3.982583666911174,340,1023,565,1106,452.5,1064.5,-76.5
240,3.99924719689825,338,946,560,1036,449.0,991.0,-150.0
241,4.015910726885326,335,873,553,957,444.0,915.0,-226.0
242,4.032574256872402,335,796,551,877,443.0,836.5,-304.5
243,4.049237786859478,326,717,546,804,436.0,760.5,-380.5
244,4.0659013168465545,324,651,546,736,435.0,693.5,-447.5
245,4.08256484683363,313,592,548,679,430.5,635.5,-505.5
246,4.099228376820706,305,549,550,626,427.5,587.5,-553.5
247,4.115891906807782,299,513,552,586,425.5,549.5,-591.5
248,4.132555436794858,295,481,552,555,423.5,518.0,-623.0
249,4.149218966781935,290,462,552,532,421.0,497.0,-644.0
250,4.165882496769011,290,456,553,522,421.5,489.0,-652.0
251,4.1825460267560866,290,456,554,522,422.0,489.0,-652.0
252,4.199209556743162,296,471,555,540,425.5,505.5,-635.5
253,4.215873086730238,306,498,549,574,427.5,536.0,-605.0
254,4.232536616717314,316,545,546,625,431.0,585.0,-556.0
255,4.249200146704391,320,604,548,686,434.0,645.0,-496.0
256,4.265863676691467,327,673,547,755,437.0,714.0,-427.0
257,4.282527206678543,328,745,551,828,439.5,786.5,-354.5
258,4.299190736665619,328,808,550,897,439.0,852.5,-288.5
259,4.3158542666526944,330,884,559,968,444.5,926.0,-215.0
260,4.332517796639771,334,951,563,1032,448.5,991.5,-149.5
261,4.349181326626847,338,1007,568,1091,453.0,1049.0,-92.0
262,4.365844856613923,339,1072,572,1146,455.5,1109.0,-32.0
263,4.382508386600999,338,1129,577,1197,457.5,1163.0,22.0
264,4.399171916588075,336,1178,582,1242,459.0,1210.0,69.0
265,4.4158354465751515,332,1208,588,1272,460.0,1240.0,99.0
266,4.432498976562227,330,1223,591,1283,460.5,1253.0,112.0
267,4.449162506549303,330,1218,591,1280,460.5,1249.0,108.0
268,4.465826036536379,333,1198,588,1260,460.5,1229.0,88.0
269,4.482489566523455,338,1162,584,1226,461.0,1194.0,53.0
270,4.499153096510531,344,1101,577,1180,460.5,1140.5,-0.5
271,4.515816626497608,344,1045,574,1127,459.0,1086.0,-55.0
272,4.5324801564846835,341,987,568,1068,454.5,1027.5,-113.5
273,4.549143686471759,335,926,568,1006,451.5,966.0,-175.0
274,4.565807216458835,334,858,560,942,447.0,900.0,-241.0
275,4.582470746445911,331,778,555,874,443.0,826.0,-315.0
276,4.599134276432988,331,723,556,801,443.5,762.0,-379.0
277,4.615797806420064,327,654,554,734,440.5,694.0,-447.0
278,4.63246133640714,323,592,553,668,438.0,630.0,-511.0
279,4.6491248663942155,318,538,554,611,436.0,574.5,-566.5
280,4.665788396381291,306,489,557,565,431.5,527.0,-614.0
281,4.682451926368368,298,469,558,537,428.0,503.0,-638.0
282,4.699115456355444,295,459,559,525,427.0,492.0,-649.0
283,4.71577898634252,293,463,556,528,424.5,495.5,-645.5
284,4.732442516329596,296,479,555,544,425.5,511.5,-629.5
285,4.749106046316672,296,483,553,571,424.5,527.0,-614.0
286,4.7657695763037475,301,534,551,605,426.0,569.5,-571.5
287,4.782433106290824,308,563,550,649,429.0,606.0,-535.0
288,4.7990966362779,315,618,550,702,432.5,660.0,-481.0
289,4.815760166264976,321,681,544,762,432.5,721.5,-419.5
290,4.832423696252052,324,751,544,834,434.0,792.5,-348.5
291,4.849087226239128,331,825,546,907,438.5,866.0,-275.0
292,4.865750756226205,335,894,551,982,443.0,938.0,-203.0
293,4.88241428621328,335,974,555,1056,445.0,1015.0,-126.0
294,4.899077816200356,336,1046,564,1122,450.0,1084.0,-57.0
295,4.915741346187432,331,1094,568,1172,449.5,1133.0,-8.0
296,4.932404876174508,328,1152,577,1213,452.5,1182.5,41.5
297,4.949068406161585,324,1179,581,1240,452.5,1209.5,68.5
298,4.965731936148661,323,1197,585,1256,454.0,1226.5,85.5
299,4.982395466135737,326,1204,587,1263,456.5,1233.5,92.5
300,4.9990589961228125,327,1200,587,1258,457.0,1229.0,88.0
301,5.015722526109888,328,1182,587,1243,457.5,1212.5,71.5
302,5.032386056096964,329,1152,584,1215,456.5,1183.5,42.5
303,5.049049586084041,336,1104,578,1176,457.0,1140.0,-1.0
304,5.065713116071117,339,1026,575,1124,457.0,1075.0,-66.0
305,5.082376646058193,344,973,566,1060,455.0,1016.5,-124.5
306,5.099040176045269,344,902,562,988,453.0,945.0,-196.0
307,5.1157037060323445,344,824,561,912,452.5,868.0,-273.0
308,5.132367236019421,338,761,556,838,447.0,799.5,-341.5
309,5.149030766006497,334,695,561,770,447.5,732.5,-408.5
310,5.165694295993573,322,640,561,712,441.5,676.0,-465.0
311,5.182357825980649,318,578,559,660,438.5,619.0,-522.0
312,5.199021355967725,311,537,557,615,434.0,576.0,-565.0
313,5.2156848859548015,306,503,561,578,433.5,540.5,-600.5
314,5.232348415941877,297,478,560,552,428.5,515.0,-626.0
315,5.249011945928953,297,470,561,536,429.0,503.0,-638.0
316,5.265675475916029,297,466,561,532,429.0,499.0,-642.0
317,5.282339005903105,297,475,559,541,428.0,508.0,-633.0
318,5.299002535890181,300,495,554,568,427.0,531.5,-609.5
319,5.315666065877258,311,540,546,611,428.5,575.5,-565.5
320,5.3323295958643335,314,593,546,668,430.0,630.5,-510.5
321,5.348993125851409,318,654,545,734,431.5,694.0,-447.0
322,5.365656655838485,322,716,546,798,434.0,757.0,-384.0
323,5.382320185825561,322,782,545,866,433.5,824.0,-317.0
324,5.398983715812638,324,850,548,935,436.0,892.5,-248.5
325,5.415647245799714,325,918,549,1000,437.0,959.0,-182.0
326,5.43231077578679,326,978,556,1059,441.0,1018.5,-122.5
327,5.4489743057738655,330,1039,563,1116,446.5,1077.5,-63.5
328,5.465637835760941,328,1090,568,1169,448.0,1129.5,-11.5
329,5.482301365748017,326,1150,575,1214,450.5,1182.0,41.0
330,5.498964895735094,326,1186,579,1250,452.5,1218.0,77.0
331,5.51562842572217,322,1209,584,1270,453.0,1239.5,98.5
332,5.532291955709246,323,1211,584,1272,453.5,1241.5,100.5
333,5.548955485696322,328,1196,585,1258,456.5,1227.0,86.0
334,5.565619015683398,336,1161,583,1231,459.5,1196.0,55.0
335,5.582282545670474,336,1120,578,1192,457.0,1156.0,15.0
336,5.59894607565755,339,1066,574,1144,456.5,1105.0,-36.0
337,5.615609605644626,341,1014,574,1091,457.5,1052.5,-88.5
338,5.632273135631702,336,955,572,1029,454.0,992.0,-149.0
339,5.648936665618778,336,894,565,971,450.5,932.5,-208.5
340,5.665600195605855,337,831,561,906,449.0,868.5,-272.5
341,5.6822637255929305,336,733,560,839,448.0,786.0,-355.0
342,5.698927255580006,335,681,559,766,447.0,723.5,-417.5
343,5.715590785567082,334,614,560,700,447.0,657.0,-484.0
344,5.732254315554158,323,549,563,642,443.0,595.5,-545.5
345,5.748917845541234,318,528,565,595,441.5,561.5,-579.5
346,5.765581375528311,307,494,567,559,437.0,526.5,-614.5
347,5.782244905515387,302,477,565,543,433.5,510.0,-631.0
348,5.7989084355024625,299,475,562,539,430.5,507.0,-634.0
349,5.815571965489538,298,483,560,550,429.0,516.5,-624.5
350,5.832235495476614,299,503,560,570,429.5,536.5,-604.5
351,5.848899025463691,303,524,556,600,429.5,562.0,-579.0
352,5.865562555450767,306,548,552,635,429.0,591.5,-549.5
353,5.882226085437843,309,607,547,683,428.0,645.0,-496.0
354,5.898889615424919,317,662,543,739,430.0,700.5,-440.5
355,5.9155531454119945,322,721,541,807,431.5,764.0,-377.0
356,5.932216675399071,327,784,544,875,435.5,829.5,-311.5
357,5.948880205386147,324,868,544,950,434.0,909.0,-232.0
358,5.965543735373223,327,941,549,1022,438.0,981.5,-159.5
359,5.982207265360299,325,993,554,1088,439.5,1040.5,-100.5
360,5.998870795347375,321,1073,561,1144,441.0,1108.5,-32.5
361,6.015534325334451,319,1113,568,1187,443.5,1150.0,9.0
362,6.032197855321527,314,1156,572,1218,443.0,1187.0,46.0
363,6.048861385308603,317,1178,576,1238,446.5,1208.0,67.0
364,6.065524915295679,318,1190,578,1249,448.0,1219.5,78.5
365,6.082188445282755,321,1191,579,1252,450.0,1221.5,80.5
366,6.098851975269831,322,1183,581,1242,451.5,1212.5,71.5
367,6.115515505256908,322,1158,580,1221,451.0,1189.5,48.5
368,6.1321790352439836,330,1121,579,1186,454.5,1153.5,12.5
369,6.148842565231059,336,1066,574,1139,455.0,1102.5,-38.5
370,6.165506095218135,344,1002,569,1080,456.5,1041.0,-100.0
371,6.182169625205211,342,933,565,1016,453.5,974.5,-166.5
372,6.198833155192288,344,858,566,942,455.0,900.0,-241.0
373,6.215496685179364,338,784,561,872,449.5,828.0,-313.0
374,6.23216021516644,337,725,564,800,450.5,762.5,-378.5
375,6.248823745153516,331,666,565,744,448.0,705.0,-436.0
376,6.2654872751405914,328,616,567,689,447.5,652.5,-488.5
377,6.282150805127667,323,571,567,644,445.0,607.5,-533.5
378,6.298814335114744,320,534,568,602,444.0,568.0,-573.0
379,6.31547786510182,311,502,568,571,439.5,536.5,-604.5
380,6.332141395088896,307,485,569,550,438.0,517.5,-623.5
381,6.348804925075972,305,476,570,541,437.5,508.5,-632.5
382,6.365468455063048,306,481,568,546,437.0,513.5,-627.5
383,6.382131985050124,306,494,563,566,434.5,530.0,-611.0
384,6.3987955150372,314,526,558,604,436.0,565.0,-576.0
385,6.415459045024276,318,574,552,655,435.0,614.5,-526.5
386,6.432122575011352,319,633,552,713,435.5,673.0,-468.0
387,6.448786104998428,318,694,548,775,433.0,734.5,-406.5
388,6.465449634985505,323,757,547,837,435.0,797.0,-344.0
389,6.4821131649725805,320,824,548,903,434.0,863.5,-277.5
390,6.498776694959656,323,884,550,966,436.5,925.0,-216.0
391,6.515440224946732,323,946,554,1028,438.5,987.0,-154.0
392,6.532103754933808,324,1005,557,1085,440.5,1045.0,-96.0
393,6.548767284920884,322,1062,560,1142,441.0,1102.0,-39.0
394,6.565430814907961,322,1119,562,1189,442.0,1154.0,13.0
395,6.582094344895037,320,1162,570,1227,445.0,1194.5,53.5
396,6.5987578748821125,313,1193,573,1253,443.0,1223.0,82.0
397,6.615421404869188,313,1201,575,1262,444.0,1231.5,90.5
398,6.632084934856264,315,1192,576,1254,445.5,1223.0,82.0
399,6.648748464843341,319,1168,575,1230,447.0,1199.0,58.0
400,6.665411994830417,323,1132,573,1199,448.0,1165.5,24.5
401,6.682075524817493,328,1078,568,1156,448.0,1117.0,-24.0
402,6.698739054804569,331,1030,567,1109,449.0,1069.5,-71.5
403,6.7154025847916445,337,976,572,1053,454.5,1014.5,-126.5
404,6.732066114778721,332,918,566,997,449.0,957.5,-183.5
405,6.748729644765797,338,848,564,937,451.0,892.5,-248.5
406,6.765393174752873,335,780,566,869,450.5,824.5,-316.5
407,6.782056704739949,336,711,566,800,451.0,755.5,-385.5
408,6.798720234727025,336,647,568,734,452.0,690.5,-450.5
409,6.815383764714101,328,585,564,670,446.0,627.5,-513.5
410,6.832047294701177,322,543,570,621,446.0,582.0,-559.0
411,6.848710824688253,315,518,571,584,443.0,551.0,-590.0
412,6.865374354675329,310,496,572,562,441.0,529.0,-612.0
413,6.882037884662405,308,489,570,554,439.0,521.5,-619.5
414,6.898701414649481,308,492,570,556,439.0,524.0,-617.0
415,6.915364944636558,308,505,569,571,438.5,538.0,-603.0
416,6.932028474623634,308,522,567,597,437.5,559.5,-581.5
417,6.9486920046107095,312,549,564,628,438.0,588.5,-552.5
418,6.965355534597785,316,596,560,668,438.0,632.0,-509.0
419,6.982019064584861,322,639,559,717,440.5,678.0,-463.0
420,6.998682594571938,323,697,551,780,437.0,738.5,-402.5
421,7.015346124559014,328,766,547,846,437.5,806.0,-335.0
422,7.03200965454609,327,835,550,919,438.5,877.0,-264.0
423,7.048673184533166,324,905,548,990,436.0,947.5,-193.5
424,7.0653367145202415,327,973,553,1056,440.0,1014.5,-126.5
425,7.082000244507317,320,1042,557,1112,438.5,1077.0,-64.0
426,7.098663774494394,316,1095,561,1160,438.5,1127.5,-13.5
427,7.11532730448147,314,1131,567,1194,440.5,1162.5,21.5
