frame_index,time_s,x_min,y_min,x_max,y_max,x_center,y_center,dy_px
173,2.8827659945343083,234,616,452,713,343.0,664.5,242.0
174,2.8994293817859518,239,733,448,831,343.5,782.0,359.5
175,2.9160927690375953,236,849,446,953,341.0,901.0,478.5
176,2.9327561562892384,231,961,437,1073,334.0,1017.0,594.5
177,2.949419543540882,222,1091,445,1199,333.5,1145.0,722.5
178,2.9660829307925254,217,1208,449,1308,333.0,1258.0,835.5
179,2.982746318044169,214,1312,458,1406,336.0,1359.0,936.5
180,2.999409705295812,202,1395,460,1488,331.0,1441.5,1019.0
181,3.0160730925474555,193,1478,460,1553,326.5,1515.5,1093.0
182,3.032736479799099,184,1529,471,1598,327.5,1563.5,1141.0
183,3.0493998670507425,178,1560,471,1630,324.5,1595.0,1172.5
184,3.0660632543023856,173,1577,470,1644,321.5,1610.5,1188.0
185,3.082726641554029,175,1562,468,1630,321.5,1596.0,1173.5
186,3.0993900288056726,190,1481,462,1593,326.0,1537.0,1114.5
187,3.116053416057316,196,1426,452,1532,324.0,1479.0,1056.5
188,3.132716803308959,210,1346,457,1452,333.5,1399.0,976.5
189,3.1493801905606027,212,1246,453,1354,332.5,1300.0,877.5
190,3.166043577812246,226,1151,448,1248,337.0,1199.5,777.0
191,3.1827069650638897,236,1027,454,1130,345.0,1078.5,656.0
192,3.199370352315533,236,905,460,1010,348.0,957.5,535.0
193,3.2160337395671763,232,786,460,894,346.0,840.0,417.5
194,3.23269712681882,237,685,462,792,349.5,738.5,316.0
195,3.2493605140704633,237,584,470,683,353.5,633.5,211.0
196,3.2660239013221064,230,481,470,585,350.0,533.0,110.5
197,3.28268728857375,218,408,482,507,350.0,457.5,35.0
198,3.2993506758253934,217,342,492,444,354.5,393.0,-29.5
199,3.316014063077037,209,317,498,400,353.5,358.5,-64.0
200,3.33267745032868,206,311,502,386,354.0,348.5,-74.0
201,3.3493408375803235,208,315,500,394,354.0,354.5,-68.0
202,3.366004224831967,213,339,498,426,355.5,382.5,-40.0
203,3.3826676120836106,231,398,489,480,360.0,439.0,16.5
204,3.3993309993352536,236,467,481,561,358.5,514.0,91.5
205,3.415994386586897,233,558,478,653,355.5,605.5,183.0
206,3.4326577738385406,239,655,472,749,355.5,702.0,279.5
207,3.449321161090184,247,746,464,858,355.5,802.0,379.5
208,3.4659845483418272,238,868,450,970,344.0,919.0,496.5
209,3.4826479355934707,232,981,457,1084,344.5,1032.5,610.0
210,3.4993113228451143,230,1094,448,1202,339.0,1148.0,725.5
211,3.5159747100967578,226,1224,452,1313,339.0,1268.5,846.0
212,3.532638097348401,213,1324,455,1416,334.0,1370.0,947.5
213,3.5493014846000444,205,1406,457,1497,331.0,1451.5,1029.0
214,3.565964871851688,200,1490,462,1566,331.0,1528.0,1105.5
215,3.5826282591033314,185,1544,472,1614,328.5,1579.0,1156.5
216,3.5992916463549744,179,1566,473,1633,326.0,1599.5,1177.0
217,3.615955033606618,182,1559,472,1629,327.0,1594.0,1171.5
218,3.6326184208582615,183,1536,470,1607,326.5,1571.5,1149.0
219,3.649281808109905,191,1487,467,1563,329.0,1525.0,1102.5
220,3.665945195361548,196,1424,459,1502,327.5,1463.0,1040.5
221,3.6826085826131916,206,1334,453,1427,329.5,1380.5,958.0
222,3.699271969864835,208,1244,441,1337,324.5,1290.5,868.0
223,3.7159353571164786,217,1126,446,1232,331.5,1179.0,756.5
224,3.7325987443681217,226,1011,442,1117,334.0,1064.0,641.5
225,3.749262131619765,228,895,447,995,337.5,945.0,522.5
226,3.7659255188714087,236,775,448,874,342.0,824.5,402.0
227,3.7825889061230518,235,652,453,754,344.0,703.0,280.5
228,3.7992522933746953,220,550,465,652,342.5,601.0,178.5
229,3.815915680626339,225,455,475,563,350.0,509.0,86.5
230,3.8325790678779823,220,385,489,494,354.5,439.5,17.0
231,3.8492424551296254,212,359,498,444,355.0,401.5,-21.0
232,3.865905842381269,207,337,502,416,354.5,376.5,-46.0
233,3.8825692296329124,206,332,503,406,354.5,369.0,-53.5
234,3.899232616884556,206,334,502,416,354.0,375.0,-47.5
235,3.915896004136199,216,358,494,447,355.0,402.5,-20.0
236,3.9325593913878425,221,399,489,503,355.0,451.0,28.5
237,3.949222778639486,227,475,480,570,353.5,522.5,100.0
238,3.9658861658911295,241,559,473,660,357.0,609.5,187.0
239,3.9825495531427726,247,670,466,767,356.5,718.5,296.0
240,3.999212940394416,244,769,462,889,353.0,829.0,406.5
241,4.015876327646059,242,905,454,1002,348.0,953.5,531.0
242,4.032539714897703,245,1018,462,1121,353.5,1069.5,647.0
243,4.049203102149346,233,1130,464,1234,348.5,1182.0,759.5
244,4.06586648940099,224,1229,465,1334,344.5,1281.5,859.0
245,4.082529876652633,219,1335,464,1422,341.5,1378.5,956.0
246,4.099193263904277,207,1418,464,1500,335.5,1459.0,1036.5
247,4.11585665115592,195,1484,470,1556,332.5,1520.0,1097.5
248,4.132520038407564,188,1527,472,1597,330.0,1562.0,1139.5
249,4.149183425659206,178,1555,473,1622,325.5,1588.5,1166.0
250,4.16584681291085,176,1557,472,1626,324.0,1591.5,1169.0
251,4.182510200162493,179,1530,465,1601,322.0,1565.5,1143.0
252,4.199173587414137,188,1481,458,1556,323.0,1518.5,1096.0
253,4.2158369746657804,198,1401,448,1486,323.0,1443.5,1021.0
254,4.232500361917424,209,1303,445,1399,327.0,1351.0,928.5
255,4.2491637491690675,215,1199,449,1302,332.0,1250.5,828.0
256,4.265827136420711,220,1092,442,1200,331.0,1146.0,723.5
257,4.282490523672354,223,976,445,1079,334.0,1027.5,605.0
258,4.299153910923997,219,850,444,964,331.5,907.0,484.5
259,4.315817298175641,224,750,450,855,337.0,802.5,380.0
260,4.332480685427284,216,650,451,754,333.5,702.0,279.5
261,4.349144072678928,222,552,452,652,337.0,602.0,179.5
262,4.365807459930571,222,461,464,561,343.0,511.0,88.5
263,4.382470847182215,206,389,479,489,342.5,439.0,16.5
264,4.399134234433858,204,338,488,436,346.0,387.0,-35.5
265,4.415797621685501,200,331,496,406,348.0,368.5,-54.0
266,4.432461008937144,201,328,501,403,351.0,365.5,-57.0
267,4.449124396188788,210,339,499,425,354.5,382.0,-40.5
268,4.465787783440431,217,382,497,467,357.0,424.5,2.0
269,4.482451170692075,235,434,488,526,361.5,480.0,57.5
270,4.499114557943718,242,502,476,607,359.0,554.5,132.0
271,4.515777945195362,244,594,482,701,363.0,647.5,225.0
272,4.532441332447005,247,694,477,797,362.0,745.5,323.0
273,4.549104719698648,247,806,472,906,359.5,856.0,433.5
274,4.565768106950292,248,919,466,1022,357.0,970.5,548.0
275,4.582431494201935,248,1028,468,1128,358.0,1078.0,655.5
276,4.599094881453579,239,1144,467,1243,353.0,1193.5,771.0
277,4.615758268705222,238,1241,470,1347,354.0,1294.0,871.5
278,4.632421655956866,224,1356,477,1441,350.5,1398.5,976.0
279,4.649085043208509,216,1428,477,1514,346.5,1471.0,1048.5
280,4.665748430460153,204,1498,482,1571,343.0,1534.5,1112.0
281,4.682411817711795,190,1535,484,1606,337.0,1570.5,1148.0
282,4.699075204963439,188,1546,484,1611,336.0,1578.5,1156.0
283,4.715738592215082,190,1530,480,1599,335.0,1564.5,1142.0
284,4.732401979466726,188,1500,474,1571,331.0,1535.5,1113.0
285,4.749065366718369,191,1452,466,1526,328.5,1489.0,1066.5
286,4.765728753970013,196,1363,456,1463,326.0,1413.0,990.5
287,4.782392141221656,201,1278,450,1386,325.5,1332.0,909.5
288,4.7990555284733,209,1188,442,1284,325.5,1236.0,813.5
289,4.8157189157249425,212,1070,434,1180,323.0,1125.0,702.5
290,4.832382302976586,216,948,443,1060,329.5,1004.0,581.5
291,4.8490456902282295,220,846,440,950,330.0,898.0,475.5
292,4.865709077479873,223,726,441,828,332.0,777.0,354.5
293,4.8823724647315165,217,611,446,716,331.5,663.5,241.0
294,4.89903585198316,215,520,462,621,338.5,570.5,148.0
295,4.915699239234804,206,453,471,546,338.5,499.5,77.0
296,4.932362626486447,200,398,477,488,338.5,443.0,20.5
297,4.94902601373809,196,349,486,446,341.0,397.5,-25.0
298,4.965689400989733,191,350,489,426,340.0,388.0,-34.5
299,4.982352788241377,192,345,493,421,342.5,383.0,-39.5
300,4.99901617549302,200,350,492,438,346.0,394.0,-28.5
301,5.015679562744664,211,388,483,479,347.0,433.5,11.0
302,5.032342949996307,216,446,484,540,350.0,493.0,70.5
303,5.049006337247951,238,521,480,617,359.0,569.0,146.5
304,5.065669724499593,242,612,468,712,355.0,662.0,239.5
305,5.082333111751237,249,728,471,830,360.0,779.0,356.5
306,5.09899649900288,248,833,471,942,359.5,887.5,465.0
307,5.115659886254524,252,929,469,1055,360.5,992.0,569.5
308,5.1323232735061675,248,1058,470,1166,359.0,1112.0,689.5
309,5.148986660757811,239,1162,480,1271,359.5,1216.5,794.0
310,5.1656500480094545,234,1259,481,1357,357.5,1308.0,885.5
311,5.182313435261098,228,1346,480,1441,354.0,1393.5,971.0
312,5.198976822512741,218,1433,487,1513,352.5,1473.0,1050.5
313,5.215640209764384,206,1489,486,1562,346.0,1525.5,1103.0
314,5.232303597016028,197,1526,488,1593,342.5,1559.5,1137.0
315,5.248966984267671,191,1542,488,1608,339.5,1575.0,1152.5
316,5.265630371519315,190,1534,482,1602,336.0,1568.0,1145.5
317,5.282293758770958,198,1495,473,1566,335.5,1530.5,1108.0
318,5.298957146022602,200,1433,466,1510,333.0,1471.5,1049.0
319,5.315620533274245,209,1342,459,1434,334.0,1388.0,965.5
320,5.332283920525888,216,1240,454,1344,335.0,1292.0,869.5
321,5.348947307777531,210,1152,448,1248,329.0,1200.0,777.5
322,5.365610695029175,215,1040,445,1147,330.0,1093.5,671.0
323,5.382274082280818,217,930,446,1033,331.5,981.5,559.0
324,5.398937469532462,210,821,435,924,322.5,872.5,450.0
325,5.415600856784105,210,718,438,823,324.0,770.5,348.0
326,5.432264244035749,204,619,446,717,325.0,668.0,245.5
327,5.448927631287392,206,525,450,626,328.0,575.5,153.0
328,5.465591018539035,199,446,459,543,329.0,494.5,72.0
329,5.482254405790679,196,386,474,475,335.0,430.5,8.0
330,5.498917793042322,188,358,481,434,334.5,396.0,-26.5
331,5.515581180293966,187,344,487,420,337.0,382.0,-40.5
332,5.532244567545609,191,354,488,430,339.5,392.0,-30.5
333,5.548907954797253,200,371,489,459,344.5,415.0,-7.5
334,5.565571342048896,212,410,482,504,347.0,457.0,34.5
335,5.58223472930054,223,473,480,569,351.5,521.0,98.5
336,5.598898116552182,229,552,477,654,353.0,603.0,180.5
337,5.615561503803826,231,654,469,743,350.0,698.5,276.0
338,5.632224891055469,243,736,475,843,359.0,789.5,367.0
339,5.648888278307113,243,846,467,950,355.0,898.0,475.5
340,5.665551665558756,248,962,470,1066,359.0,1014.0,591.5
341,5.6822150528104,244,1073,470,1176,357.0,1124.5,702.0
342,5.698878440062043,244,1186,474,1285,359.0,1235.5,813.0
343,5.715541827313687,234,1285,479,1382,356.5,1333.5,911.0
344,5.7322052145653295,229,1366,485,1462,357.0,1414.0,991.5
345,5.748868601816973,223,1446,492,1524,357.5,1485.0,1062.5
346,5.7655319890686165,209,1498,498,1566,353.5,1532.0,1109.5
347,5.78219537632026,201,1523,498,1590,349.5,1556.5,1134.0
348,5.7988587635719036,202,1523,495,1590,348.5,1556.5,1134.0
349,5.815522150823547,199,1499,489,1572,344.0,1535.5,1113.0
350,5.832185538075191,200,1464,481,1538,340.5,1501.0,1078.5
351,5.848848925326834,210,1410,475,1487,342.5,1448.5,1026.0
352,5.865512312578477,208,1319,464,1420,336.0,1369.5,947.0
353,5.88217569983012,215,1223,452,1336,333.5,1279.5,857.0
354,5.898839087081764,219,1118,451,1233,335.0,1175.5,753.0
355,5.915502474333407,219,1014,448,1126,333.5,1070.0,647.5
356,5.932165861585051,215,908,438,1007,326.5,957.5,535.0
357,5.948829248836694,220,788,440,896,330.0,842.0,419.5
358,5.965492636088338,213,688,439,788,326.0,738.0,315.5
359,5.982156023339981,205,587,445,685,325.0,636.0,213.5
360,5.998819410591624,201,505,456,601,328.5,553.0,130.5
361,6.0154827978432674,192,447,468,535,330.0,491.0,68.5
362,6.032146185094911,183,404,469,483,326.0,443.5,21.0
363,6.0488095723465545,179,377,475,452,327.0,414.5,-8.0
364,6.065472959598198,179,361,478,436,328.5,398.5,-24.0
365,6.0821363468498415,180,361,479,436,329.5,398.5,-24.0
366,6.098799734101485,190,382,478,465,334.0,423.5,1.0
367,6.1154631213531285,206,414,472,519,339.0,466.5,44.0
368,6.132126508604771,217,479,471,586,344.0,532.5,110.0
369,6.148789895856415,226,554,476,668,351.0,611.0,188.5
370,6.165453283108058,239,640,464,769,351.5,704.5,282.0
371,6.182116670359702,244,768,461,884,352.5,826.0,403.5
372,6.198780057611345,243,872,468,988,355.5,930.0,507.5
373,6.215443444862989,241,985,467,1096,354.0,1040.5,618.0
374,6.232106832114632,240,1115,478,1200,359.0,1157.5,735.0
375,6.248770219366275,238,1204,477,1297,357.5,1250.5,828.0
376,6.265433606617918,239,1285,482,1383,360.5,1334.0,911.5
377,6.282096993869562,232,1373,488,1460,360.0,1416.5,994.0
378,6.298760381121205,220,1448,490,1524,355.0,1486.0,1063.5
379,6.315423768372849,210,1494,498,1562,354.0,1528.0,1105.5
380,6.332087155624492,207,1519,502,1586,354.5,1552.5,1130.0
381,6.348750542876136,205,1523,501,1590,353.0,1556.5,1134.0
382,6.3654139301277795,207,1499,495,1570,351.0,1534.5,1112.0
383,6.382077317379422,216,1449,485,1527,350.5,1488.0,1065.5
384,6.398740704631066,220,1382,476,1465,348.0,1423.5,1001.0
385,6.415404091882709,223,1284,468,1384,345.5,1334.0,911.5
386,6.432067479134353,224,1194,461,1294,342.5,1244.0,821.5
387,6.448730866385996,224,1100,457,1202,340.5,1151.0,728.5
388,6.46539425363764,224,994,451,1096,337.5,1045.0,622.5
389,6.482057640889283,222,886,448,987,335.0,936.5,514.0
390,6.498721028140927,214,782,447,882,330.5,832.0,409.5
391,6.515384415392569,214,678,444,779,329.0,728.5,306.0
392,6.532047802644213,208,585,448,681,328.0,633.0,210.5
393,6.548711189895856,198,498,450,593,324.0,545.5,123.0
394,6.5653745771475,192,412,461,523,326.5,467.5,45.0
395,6.582037964399143,185,378,472,472,328.5,425.0,2.5
396,6.598701351650787,177,368,474,442,325.5,405.0,-17.5
397,6.61536473890243,176,366,474,441,325.0,403.5,-19.0
398,6.632028126154074,181,381,472,456,326.5,418.5,-4.0
399,6.6486915134057165,189,404,474,495,331.5,449.5,27.0
400,6.66535490065736,195,437,464,544,329.5,490.5,68.0
401,6.6820182879090035,205,510,461,609,333.0,559.5,137.0
402,6.698681675160647,213,595,453,702,333.0,648.5,226.0
403,6.715345062412291,227,681,456,791,341.5,736.0,313.5
404,6.732008449663934,231,783,461,890,346.0,836.5,414.0
405,6.748671836915578,238,902,462,1001,350.0,951.5,529.0
406,6.765335224167221,240,1005,464,1109,352.0,1057.0,634.5
407,6.781998611418864,234,1121,465,1219,349.5,1170.0,747.5
408,6.798661998670507,239,1224,474,1325,356.5,1274.5,852.0
409,6.815325385922151,232,1300,484,1408,358.0,1354.0,931.5
410,6.831988773173794,220,1399,494,1473,357.0,1436.0,1013.5
411,6.848652160425438,217,1453,498,1526,357.5,1489.5,1067.0
412,6.865315547677081,211,1492,504,1560,357.5,1526.0,1103.5
413,6.881978934928725,208,1510,503,1575,355.5,1542.5,1120.0
414,6.898642322180368,204,1500,501,1568,352.5,1534.0,1111.5
415,6.915305709432011,208,1475,495,1545,351.5,1510.0,1087.5
416,6.9319690966836545,217,1432,489,1504,353.0,1468.0,1045.5
417,6.948632483935298,217,1366,486,1444,351.5,1405.0,982.5
418,6.9652958711869415,225,1261,476,1372,350.5,1316.5,894.0
419,6.981959258438585,230,1184,461,1282,345.5,1233.0,810.5
420,6.9986226456902285,230,1071,465,1178,347.5,1124.5,702.0
421,7.015286032941872,232,959,458,1066,345.0,1012.5,590.0
422,7.0319494201935155,224,858,458,961,341.0,909.5,487.0
423,7.048612807445158,218,743,454,850,336.0,796.5,374.0
424,7.065276194696802,216,640,450,750,333.0,695.0,272.5
425,7.081939581948445,210,566,461,660,335.5,613.0,190.5
426,7.098602969200089,196,482,463,586,329.5,534.0,111.5
427,7.115266356451732,188,439,465,525,326.5,482.0,59.5
428,7.131929743703376,177,398,470,482,323.5,440.0,17.5
429,7.148593130955019,175,383,470,458,322.5,420.5,-2.0
430,7.165256518206663,172,373,473,448,322.5,410.5,-12.0
